0.002000	2.724000	0.000000	0.000000	0.000000	-0.049023	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.003000	2.724000	0.000000	0.000000	0.000000	0.001650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.004000	2.725000	0.000000	0.000000	0.000000	0.004951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.005000	2.726000	0.000000	0.000000	0.000000	0.003301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.006000	2.727000	0.000000	0.000000	0.000000	0.004126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.007000	2.728000	0.000000	0.000000	0.000000	0.003301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.008000	2.729000	0.000000	0.000000	0.000000	0.001650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.009000	2.730000	0.000000	0.000000	0.000000	0.002476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.010000	2.731000	0.000000	0.000000	0.000000	0.001650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.011000	2.732000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.012000	2.733000	0.000000	0.000000	0.000000	0.002476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.013000	2.734000	0.000000	0.000000	0.000000	0.004951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.014000	2.735000	0.000000	0.000000	0.000000	0.003301	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.015000	2.736000	0.000000	0.000000	0.000000	0.004126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.016000	2.737000	0.000000	0.000000	0.000000	0.005776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.017000	2.738000	0.000000	0.000000	0.000000	0.002476	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.018000	2.739000	0.000000	0.000000	0.000000	0.004951	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.019000	2.740000	0.000000	0.000000	0.000000	0.000825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.020000	2.741000	0.000000	0.000000	0.000000	0.000825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.021000	2.742000	0.000000	0.000000	0.000000	-0.001650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.022000	2.743000	0.000000	0.000000	0.000000	-0.004126	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.023000	2.744000	0.000000	0.000000	0.000000	-0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.024000	2.745000	0.000000	0.000000	0.000000	-0.005776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.025000	2.746000	0.000000	0.000000	0.000000	0.000825	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.026000	2.747000	0.000000	0.000000	0.000000	-0.001650	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.027000	2.748000	0.000000	0.000000	0.000000	-0.005776	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.028000	2.749000	0.000000	0.000000	0.000000	-0.010728	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.029000	2.750000	0.000000	0.000000	0.000000	-0.012378	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.030000	2.751000	0.000000	0.000000	0.000000	-0.015679	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.031000	2.752000	0.000000	0.000000	0.000000	-0.021455	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.032000	2.753000	0.000000	0.000000	0.000000	-0.031357	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.033000	2.754000	0.000000	0.000000	0.000000	-0.032183	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.034000	2.755000	0.000000	0.000000	0.000000	-0.040435	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.035000	2.756000	0.000000	0.000000	0.000000	-0.053638	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.036000	2.758000	0.000000	0.000000	0.000000	-0.076743	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.037000	2.759000	0.000000	0.000000	0.000000	-0.093247	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.038000	2.760000	0.000000	0.000000	0.000000	-0.110576	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.039000	2.761000	0.000000	0.000000	0.000000	-0.128730	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.040000	2.762000	0.000000	0.000000	0.000000	-0.151011	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.041000	2.763000	0.000000	0.000000	0.000000	-0.178242	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.042000	2.764000	0.000000	0.000000	0.000000	-0.209600	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.043000	2.765000	0.000000	0.000000	0.000000	-0.231055	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.044000	2.766000	0.000000	0.000000	0.000000	-0.265713	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.045000	2.767000	0.000000	0.000000	0.000000	-0.296245	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.046000	2.768000	0.000000	0.000000	0.000000	-0.324302	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.047000	2.769000	0.000000	0.000000	0.000000	-0.358135	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.048000	2.770000	0.000000	0.000000	0.000000	-0.382065	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.049000	2.771000	0.000000	0.000000	0.000000	-0.408472	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.050000	2.772000	0.000000	0.000000	0.000000	-0.433228	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
